disease,drug,se
HIV/AIDS,Enfuvirtide,Myalgia
HIV/AIDS,Enfuvirtide,Nasal congestion
HIV/AIDS,Enfuvirtide,Nausea
HIV/AIDS,Enfuvirtide,Nervous system disorder
HIV/AIDS,Enfuvirtide,Neuralgia
HIV/AIDS,Enfuvirtide,Neuropathy peripheral
HIV/AIDS,Enfuvirtide,Neutropenia
HIV/AIDS,Enfuvirtide,Night sweats
HIV/AIDS,Enfuvirtide,Nightmare
HIV/AIDS,Enfuvirtide,Nodule
HIV/AIDS,Enfuvirtide,Opportunistic infection
HIV/AIDS,Enfuvirtide,Oral candidiasis
HIV/AIDS,Enfuvirtide,Pain
HIV/AIDS,Enfuvirtide,Pain in extremity
HIV/AIDS,Enfuvirtide,Pain nerve
HIV/AIDS,Enfuvirtide,Pancreatitis
HIV/AIDS,Enfuvirtide,Paraesthesia
HIV/AIDS,Enfuvirtide,Pneumonia
HIV/AIDS,Enfuvirtide,Pneumonia bacterial
HIV/AIDS,Enfuvirtide,Pruritus
HIV/AIDS,Enfuvirtide,Rash
HIV/AIDS,Enfuvirtide,Renal failure
HIV/AIDS,Enfuvirtide,Renal impairment
HIV/AIDS,Enfuvirtide,Renal tubular necrosis
HIV/AIDS,Enfuvirtide,Respiratory distress
HIV/AIDS,Enfuvirtide,Rigors
HIV/AIDS,Enfuvirtide,Seborrhoeic dermatitis
HIV/AIDS,Enfuvirtide,Sepsis
HIV/AIDS,Enfuvirtide,Sickness
HIV/AIDS,Enfuvirtide,Sinusitis
HIV/AIDS,Enfuvirtide,Skin papilloma
HIV/AIDS,Enfuvirtide,Suicide attempt
HIV/AIDS,Enfuvirtide,Sweating increased
HIV/AIDS,Enfuvirtide,Tenderness
HIV/AIDS,Enfuvirtide,Throat sore
HIV/AIDS,Enfuvirtide,Thrombocytopenia
HIV/AIDS,Enfuvirtide,Tremor
HIV/AIDS,Enfuvirtide,Unspecified disorder of skin and subcutaneous tissue
HIV/AIDS,Enfuvirtide,Urinary tract disorder
HIV/AIDS,Enfuvirtide,VIth nerve paralysis
HIV/AIDS,Enfuvirtide,Vertigo
HIV/AIDS,Enfuvirtide,Vomiting
HIV/AIDS,Enfuvirtide,Weight decreased
Asthma,Beclomethasone,Ageusia
Asthma,Beclomethasone,Aggression
Asthma,Beclomethasone,Agitation
Asthma,Beclomethasone,Anaphylactic shock
Asthma,Beclomethasone,Angioedema
Asthma,Beclomethasone,Asthma
Asthma,Beclomethasone,Back pain
Asthma,Beclomethasone,Bronchospasm
Asthma,Beclomethasone,Candida albicans infection
Asthma,Beclomethasone,Cataract
Asthma,Beclomethasone,Cough
Asthma,Beclomethasone,Dysmenorrhoea
Asthma,Beclomethasone,Dysphonia
Asthma,Beclomethasone,Epistaxis
Asthma,Beclomethasone,Glaucoma
Asthma,Beclomethasone,Growth retardation
Asthma,Beclomethasone,Headache
Asthma,Beclomethasone,Hyperadrenocorticism
Asthma,Beclomethasone,Hypersensitivity
Asthma,Beclomethasone,Impaired healing
Asthma,Beclomethasone,Infection
Asthma,Beclomethasone,Intraocular pressure increased
Asthma,Beclomethasone,Lacrimation increased
Asthma,Beclomethasone,Lightheadedness
Asthma,Beclomethasone,Nasal congestion
Asthma,Beclomethasone,Nasal discomfort
Asthma,Beclomethasone,Nasal irritation
Asthma,Beclomethasone,Nasal septum perforation
Asthma,Beclomethasone,Nasal septum ulceration
Asthma,Beclomethasone,Nausea
Asthma,Beclomethasone,Oropharyngeal candidiasis
Asthma,Beclomethasone,Pain
Asthma,Beclomethasone,Perennial allergic rhinitis
Asthma,Beclomethasone,Pharyngitis
Asthma,Beclomethasone,Rash
Asthma,Beclomethasone,Rhinitis
Asthma,Beclomethasone,Rhinorrhoea
Asthma,Beclomethasone,Secondary adrenocortical insufficiency
Asthma,Beclomethasone,Sinusitis
Asthma,Beclomethasone,Sleep disorder
Asthma,Beclomethasone,Sneezing
Asthma,Beclomethasone,Suicidal ideation
Asthma,Beclomethasone,Type IV hypersensitivity reaction
Asthma,Beclomethasone,Ulcer
Asthma,Beclomethasone,Upper respiratory tract infection
Asthma,Beclomethasone,Urticaria
Asthma,Beclomethasone,Wheezing
Asthma,Budesonide,Abdominal distension
Asthma,Budesonide,Abdominal pain
Asthma,Budesonide,Abdominal pain upper
Asthma,Budesonide,Abnormal vision
Asthma,Budesonide,Abscess
Asthma,Budesonide,Ache
Asthma,Budesonide,Acne
Asthma,Budesonide,Adrenal insufficiency
Asthma,Budesonide,Agitation
Asthma,Budesonide,Allergic conditions
Asthma,Budesonide,Allergic granulomatous angiitis
Asthma,Budesonide,Alopecia
Asthma,Budesonide,Amnesia
Asthma,Budesonide,Anaemia
Asthma,Budesonide,Anaphylactic shock
Asthma,Budesonide,Angioedema
Asthma,Budesonide,Angiopathy
Asthma,Budesonide,Ankle edema
Asthma,Budesonide,Anorexia
Asthma,Budesonide,Anosmia
Asthma,Budesonide,Anus disorder
Asthma,Budesonide,Anxiety
Asthma,Budesonide,Appetite absent
Asthma,Budesonide,Arthralgia
Asthma,Budesonide,Arthritis
Asthma,Budesonide,Arthritis aggravated
Asthma,Budesonide,Asthenia
Asthma,Budesonide,Back pain
Asthma,Budesonide,Bad taste
Asthma,Budesonide,Benign intracranial hypertension
Asthma,Budesonide,Blood and lymphatic system disorders
Asthma,Budesonide,Blood cortisol decreased
Asthma,Budesonide,Body temperature increased
Asthma,Budesonide,Bone disorder
Asthma,Budesonide,Breast disorder
Asthma,Budesonide,Bronchitis
Asthma,Budesonide,Bronchoconstriction
Asthma,Budesonide,Bronchospasm
Asthma,Budesonide,Bronchospasm paradoxical
Asthma,Budesonide,Buffalo hump
Asthma,Budesonide,Burning in throat
Asthma,Budesonide,C-reactive protein increased
Asthma,Budesonide,Candida albicans infection
Asthma,Budesonide,Candida infection
Asthma,Budesonide,Cardiac disorder
Asthma,Budesonide,Cataract
Asthma,Budesonide,Chest pain
Asthma,Budesonide,Clotting
Asthma,Budesonide,Coagulopathy
Asthma,Budesonide,Confusional state
Asthma,Budesonide,Congenital eye disorder
Asthma,Budesonide,Conjunctivitis
Asthma,Budesonide,Connective tissue disorder
Asthma,Budesonide,Constipation
Asthma,Budesonide,Contusion
Asthma,Budesonide,Cough
Asthma,Budesonide,Cough increased
Asthma,Budesonide,Cramp muscle
Asthma,Budesonide,Crohns disease aggravated
Asthma,Budesonide,Cushing's syndrome
Asthma,Budesonide,Cushingoid
Asthma,Budesonide,Dermatitis
Asthma,Budesonide,Dermatitis contact
Asthma,Budesonide,Diarrhoea
Asthma,Budesonide,Disorder sight
Asthma,Budesonide,Dizziness
Asthma,Budesonide,Dry mouth
Asthma,Budesonide,Dysgeusia
Asthma,Budesonide,Dyspepsia
Asthma,Budesonide,Dysphonia
Asthma,Budesonide,Dyspnoea
Asthma,Budesonide,Dysuria
Asthma,Budesonide,Ear and labyrinth disorders
Asthma,Budesonide,Ear infection
Asthma,Budesonide,Ear pain
Asthma,Budesonide,Ear pruritus
Asthma,Budesonide,Ecchymosis
Asthma,Budesonide,Eczema
Asthma,Budesonide,Endocrine disorder
Asthma,Budesonide,Enteritis
Asthma,Budesonide,Epigastric pain
Asthma,Budesonide,Epistaxis
Asthma,Budesonide,Eye disorder
Asthma,Budesonide,Eye infection
Asthma,Budesonide,Face oedema
Asthma,Budesonide,Fatigue
Asthma,Budesonide,Flatulence
Asthma,Budesonide,Fluid retention
Asthma,Budesonide,Flushing
Asthma,Budesonide,Fracture
Asthma,Budesonide,Gastric disorder
Asthma,Budesonide,Gastroenteritis
Asthma,Budesonide,Gastrointestinal disorder
Asthma,Budesonide,Gastrointestinal fistula
Asthma,Budesonide,Glaucoma
Asthma,Budesonide,Glossitis
Asthma,Budesonide,Gravitational oedema
Asthma,Budesonide,Growth retardation
Asthma,Budesonide,Haematuria
Asthma,Budesonide,Haemorrhage
Asthma,Budesonide,Haemorrhoids
Asthma,Budesonide,Hair growth increased
Asthma,Budesonide,Headache
Asthma,Budesonide,Herpes simplex
Asthma,Budesonide,Hirsutism
Asthma,Budesonide,Hoarseness
Asthma,Budesonide,Hyperadrenocorticism
Asthma,Budesonide,Hyperkinesia
Asthma,Budesonide,Hypersensitivity
Asthma,Budesonide,Hypertension
Asthma,Budesonide,Hypertonia
Asthma,Budesonide,Hypokalaemia
Asthma,Budesonide,Immune system disorder
Asthma,Budesonide,Impaired healing
Asthma,Budesonide,Increased appetite
Asthma,Budesonide,Infection
Asthma,Budesonide,Infestation NOS
Asthma,Budesonide,Influenza
Asthma,Budesonide,Insomnia
Asthma,Budesonide,Intestinal obstruction
Asthma,Budesonide,Intraocular pressure increased
Asthma,Budesonide,Irritability
Asthma,Budesonide,Leukocytosis
Asthma,Budesonide,Lightheadedness
Asthma,Budesonide,Local reaction
Asthma,Budesonide,Lymphadenopathy cervical
Asthma,Budesonide,Malaise
Asthma,Budesonide,Malnutrition
Asthma,Budesonide,Mediastinal disorder
Asthma,Budesonide,Menstrual disorder
Asthma,Budesonide,Mental disorder
Asthma,Budesonide,Metrorrhagia
Asthma,Budesonide,Migraine
Asthma,Budesonide,Mood swings
Asthma,Budesonide,Myalgia
Asthma,Budesonide,Nasal congestion
Asthma,Budesonide,Nasal irritation
Asthma,Budesonide,Nasal septum perforation
Asthma,Budesonide,Nasopharyngitis
Asthma,Budesonide,Nausea
Asthma,Budesonide,Neck pain
Asthma,Budesonide,Necrosis ischaemic
Asthma,Budesonide,Nervous system disorder
Asthma,Budesonide,Nervousness
Asthma,Budesonide,Nocturia
Asthma,Budesonide,Oral candidiasis
Asthma,Budesonide,Oropharyngeal candidiasis
Asthma,Budesonide,Osteoporosis
Asthma,Budesonide,Otitis media
Asthma,Budesonide,Pain
Asthma,Budesonide,Palpitations
Asthma,Budesonide,Paraesthesia
Asthma,Budesonide,Pharyngeal disorder
Asthma,Budesonide,Pharyngitis
Asthma,Budesonide,Phosphatase alkaline increased
Asthma,Budesonide,Pollakiuria
Asthma,Budesonide,Procedural complication
Asthma,Budesonide,Pruritus
Asthma,Budesonide,Psychiatric symptom
Asthma,Budesonide,Psychotic disorder
Asthma,Budesonide,Purpura
Asthma,Budesonide,Pyuria
Asthma,Budesonide,Rash
Asthma,Budesonide,Rash pustular
Asthma,Budesonide,Red blood cell sedimentation rate increased
Asthma,Budesonide,Respiratory tract infection
Asthma,Budesonide,Rhinitis
Asthma,Budesonide,Rhinitis allergic
Asthma,Budesonide,Scab
Asthma,Budesonide,Secondary adrenocortical insufficiency
Asthma,Budesonide,Sexual dysfunction
Asthma,Budesonide,Sinusitis
Asthma,Budesonide,Skin disorder
Asthma,Budesonide,Skin irritation
Asthma,Budesonide,Skin striae
Asthma,Budesonide,Sleep disorder
Asthma,Budesonide,Sneezing
Asthma,Budesonide,Somnolence
Asthma,Budesonide,Stridor
Asthma,Budesonide,Sweating increased
Asthma,Budesonide,Swelling
Asthma,Budesonide,Syncope
Asthma,Budesonide,Tachycardia
Asthma,Budesonide,Tenderness
Asthma,Budesonide,Thirst
Asthma,Budesonide,Throat irritation
Asthma,Budesonide,Throat sore
Asthma,Budesonide,Tongue oedema
Asthma,Budesonide,Tooth disorder
Asthma,Budesonide,Tremor
Asthma,Budesonide,Type IV hypersensitivity reaction
Asthma,Budesonide,Ulcer
Asthma,Budesonide,Unspecified disorder of skin and subcutaneous tissue
Asthma,Budesonide,Urinary tract disorder
Asthma,Budesonide,Urinary tract infection
Asthma,Budesonide,Urticaria
Asthma,Budesonide,Vertigo
Asthma,Budesonide,Viral diarrhoea
Asthma,Budesonide,Viral infection
Asthma,Budesonide,Viral upper respiratory tract infection
Asthma,Budesonide,Vision blurred
Asthma,Budesonide,Vomiting
Asthma,Budesonide,Weight increased
Asthma,Budesonide,Wheezing
Asthma,Budesonide,Withdrawal symptom
Asthma,Fluticasone,Abdominal pain
Asthma,Fluticasone,Abdominal pain upper
Asthma,Fluticasone,Abscess
Asthma,Fluticasone,Ache
Asthma,Fluticasone,Acneiform eruption
Asthma,Fluticasone,Affective disorder
Asthma,Fluticasone,Ageusia
Asthma,Fluticasone,Aggression
Asthma,Fluticasone,Agitation
Asthma,Fluticasone,Allergic contact dermatitis
Asthma,Fluticasone,Allergic granulomatous angiitis
Asthma,Fluticasone,Anaphylactic shock
Asthma,Fluticasone,Anaphylactoid reaction
Asthma,Fluticasone,Angioedema
Asthma,Fluticasone,Anxiety
Asthma,Fluticasone,Aphonia
Asthma,Fluticasone,Arthralgia
Asthma,Fluticasone,Asthma
Asthma,Fluticasone,Atrophy
Asthma,Fluticasone,Back pain
Asthma,Fluticasone,Bacterial infection
Asthma,Fluticasone,Blepharoconjunctivitis
Asthma,Fluticasone,Blister
Asthma,Fluticasone,Body temperature increased
Asthma,Fluticasone,Breast cancer
Asthma,Fluticasone,Bronchitis
Asthma,Fluticasone,Bronchospasm
Asthma,Fluticasone,Bronchospasm paradoxical
Asthma,Fluticasone,Candida albicans infection
Asthma,Fluticasone,Candida infection
Asthma,Fluticasone,Cataract
Asthma,Fluticasone,Chest tightness
Asthma,Fluticasone,Cholecystitis
Asthma,Fluticasone,Common cold
Asthma,Fluticasone,Common wart
Asthma,Fluticasone,Conjunctivitis
Asthma,Fluticasone,Contusion
Asthma,Fluticasone,Cough
Asthma,Fluticasone,Cramp muscle
Asthma,Fluticasone,Cushing's syndrome
Asthma,Fluticasone,Cutaneous hypersensitivity
Asthma,Fluticasone,Dental caries
Asthma,Fluticasone,Dental discomfort
Asthma,Fluticasone,Dermatitis
Asthma,Fluticasone,Dermatitis atopic
Asthma,Fluticasone,Dermatitis contact
Asthma,Fluticasone,Dermatitis irritant contact
Asthma,Fluticasone,Dermatitis perioral
Asthma,Fluticasone,Diarrhoea
Asthma,Fluticasone,Dizziness
Asthma,Fluticasone,Dry mouth
Asthma,Fluticasone,Dry skin
Asthma,Fluticasone,Dyspeptic signs and symptoms
Asthma,Fluticasone,Dysphonia
Asthma,Fluticasone,Dyspnoea
Asthma,Fluticasone,Ear infection
Asthma,Fluticasone,Ecchymosis
Asthma,Fluticasone,Eczema
Asthma,Fluticasone,Eczema herpeticum
Asthma,Fluticasone,Eczema infected
Asthma,Fluticasone,Epistaxis
Asthma,Fluticasone,Eruption
Asthma,Fluticasone,Erythema
Asthma,Fluticasone,Exacerbation of asthma
Asthma,Fluticasone,Excoriation
Asthma,Fluticasone,Extrasystoles
Asthma,Fluticasone,Face oedema
Asthma,Fluticasone,Fatigue
Asthma,Fluticasone,Folliculitis
Asthma,Fluticasone,Fungal infection
Asthma,Fluticasone,Gastrointestinal discomfort
Asthma,Fluticasone,Gastrointestinal disorder
Asthma,Fluticasone,Gastrointestinal infection
Asthma,Fluticasone,Gastrointestinal signs and symptoms
Asthma,Fluticasone,Glaucoma
Asthma,Fluticasone,Glycosuria
Asthma,Fluticasone,Growth retardation
Asthma,Fluticasone,Haematoma
Asthma,Fluticasone,Haemorrhage
Asthma,Fluticasone,Headache
Asthma,Fluticasone,Herpes simplex
Asthma,Fluticasone,Hoarseness
Asthma,Fluticasone,Hyperadrenocorticism
Asthma,Fluticasone,Hyperglycaemia
Asthma,Fluticasone,Hyperkinesia
Asthma,Fluticasone,Hypersensitivity
Asthma,Fluticasone,Hypertension
Asthma,Fluticasone,Hypertrichosis
Asthma,Fluticasone,Hypogeusia
Asthma,Fluticasone,Immune system disorder
Asthma,Fluticasone,Impaired healing
Asthma,Fluticasone,Impetigo
Asthma,Fluticasone,Infection
Asthma,Fluticasone,Infestation NOS
Asthma,Fluticasone,Inflammation
Asthma,Fluticasone,Influenza
Asthma,Fluticasone,Influenza-like symptoms
Asthma,Fluticasone,Intervertebral disc protrusion
Asthma,Fluticasone,Intraocular pressure increased
Asthma,Fluticasone,Irritability
Asthma,Fluticasone,Keratitis
Asthma,Fluticasone,Laceration
Asthma,Fluticasone,Laryngitis
Asthma,Fluticasone,Leukoderma
Asthma,Fluticasone,Leukopenia
Asthma,Fluticasone,Lightheadedness
Asthma,Fluticasone,Malaise
Asthma,Fluticasone,Mediastinal disorder
Asthma,Fluticasone,Migraine
Asthma,Fluticasone,Miliaria
Asthma,Fluticasone,Mouth ulceration
Asthma,Fluticasone,Muscle injury
Asthma,Fluticasone,Muscle rigidity
Asthma,Fluticasone,Muscle spasms
Asthma,Fluticasone,Muscle stiffness
Asthma,Fluticasone,Musculoskeletal pain
Asthma,Fluticasone,Myalgia
Asthma,Fluticasone,Nasal burning
Asthma,Fluticasone,Nasal congestion
Asthma,Fluticasone,Nasal discomfort
Asthma,Fluticasone,Nasal dryness
Asthma,Fluticasone,Nasal irritation
Asthma,Fluticasone,Nasal septum perforation
Asthma,Fluticasone,Nasal soreness
Asthma,Fluticasone,Nasal ulcer
Asthma,Fluticasone,Nasopharyngitis
Asthma,Fluticasone,Nausea
Asthma,Fluticasone,Numbness in fingers
Asthma,Fluticasone,Oedema
Asthma,Fluticasone,Oesophageal candidiasis
Asthma,Fluticasone,Oral candidiasis
Asthma,Fluticasone,Oral discomfort
Asthma,Fluticasone,Oropharyngeal candidiasis
Asthma,Fluticasone,Oropharyngeal pain
Asthma,Fluticasone,Oropharyngeal swelling
Asthma,Fluticasone,Osteoporosis
Asthma,Fluticasone,Pain
Asthma,Fluticasone,Palpitations
Asthma,Fluticasone,Paralysis
Asthma,Fluticasone,Pharyngitis
Asthma,Fluticasone,Pharyngolaryngeal pain
Asthma,Fluticasone,Plaque psoriasis
Asthma,Fluticasone,Pneumocystis jirovecii pneumonia
Asthma,Fluticasone,Pneumonia
Asthma,Fluticasone,Polyp
Asthma,Fluticasone,Postnasal drip
Asthma,Fluticasone,Procedural pain
Asthma,Fluticasone,Protein allergy
Asthma,Fluticasone,Pruritus
Asthma,Fluticasone,Pustular psoriasis
Asthma,Fluticasone,Pustule
Asthma,Fluticasone,Rash
Asthma,Fluticasone,Rash erythematous
Asthma,Fluticasone,Respiratory tract infection
Asthma,Fluticasone,Rheumatism
Asthma,Fluticasone,Rhinalgia
Asthma,Fluticasone,Rhinitis
Asthma,Fluticasone,Rhinorrhoea
Asthma,Fluticasone,Seasonal allergy
Asthma,Fluticasone,Secondary adrenocortical insufficiency
Asthma,Fluticasone,Secondary infection
Asthma,Fluticasone,Sepsis
Asthma,Fluticasone,Sinusitis
Asthma,Fluticasone,Skin atrophy
Asthma,Fluticasone,Skin discolouration
Asthma,Fluticasone,Skin infection
Asthma,Fluticasone,Skin irritation
Asthma,Fluticasone,Skin striae
Asthma,Fluticasone,Sleep disorder
Asthma,Fluticasone,Soft tissue injury
Asthma,Fluticasone,Stinging
Asthma,Fluticasone,Stinging skin
Asthma,Fluticasone,Subarachnoid haemorrhage
Asthma,Fluticasone,Swelling
Asthma,Fluticasone,Telangiectasia
Asthma,Fluticasone,Telangiectasis facial
Asthma,Fluticasone,Tenderness
Asthma,Fluticasone,Throat irritation
Asthma,Fluticasone,Throat sore
Asthma,Fluticasone,Throat tightness
Asthma,Fluticasone,Thrombocytopenia
Asthma,Fluticasone,Tongue disorder
Asthma,Fluticasone,Tooth discolouration
Asthma,Fluticasone,Toothache
Asthma,Fluticasone,Trauma
Asthma,Fluticasone,Type IV hypersensitivity reaction
Asthma,Fluticasone,Ulcer
Asthma,Fluticasone,Upper respiratory tract infection
Asthma,Fluticasone,Urticaria
Asthma,Fluticasone,Vasculitis
Asthma,Fluticasone,Viral diarrhoea
Asthma,Fluticasone,Viral infection
Asthma,Fluticasone,Vision blurred
Asthma,Fluticasone,Vomiting
Asthma,Fluticasone,Weight increased
Asthma,Fluticasone,Wheezing
Asthma,Fluticasone,Wound
Asthma,Mometasone,Abdominal pain
Asthma,Mometasone,Acneiform eruption
Asthma,Mometasone,Allergic contact dermatitis
Asthma,Mometasone,Anaphylactic shock
Asthma,Mometasone,Angioedema
Asthma,Mometasone,Anorexia
Asthma,Mometasone,Arthralgia
Asthma,Mometasone,Asthma
Asthma,Mometasone,Back pain
Asthma,Mometasone,Bacterial infection
Asthma,Mometasone,Body temperature increased
Asthma,Mometasone,Bronchitis
Asthma,Mometasone,Bronchospasm
Asthma,Mometasone,Candida albicans infection
Asthma,Mometasone,Candida infection
Asthma,Mometasone,Cataract
Asthma,Mometasone,Chest pain
Asthma,Mometasone,Colitis ulcerative
Asthma,Mometasone,Colonic polyp
Asthma,Mometasone,Conjunctivitis
Asthma,Mometasone,Contusion
Asthma,Mometasone,Cough
Asthma,Mometasone,Dermatitis perioral
Asthma,Mometasone,Diarrhoea
Asthma,Mometasone,Dry mouth
Asthma,Mometasone,Dry throat
Asthma,Mometasone,Dysmenorrhoea
Asthma,Mometasone,Dyspepsia
Asthma,Mometasone,Dysphonia
Asthma,Mometasone,Dyspnoea
Asthma,Mometasone,Ear pain
Asthma,Mometasone,Endocrine disorder
Asthma,Mometasone,Endometriosis
Asthma,Mometasone,Epistaxis
Asthma,Mometasone,Fatigue
Asthma,Mometasone,Folliculitis
Asthma,Mometasone,Furunculosis
Asthma,Mometasone,Gastroenteritis
Asthma,Mometasone,Glaucoma
Asthma,Mometasone,Haemoptysis
Asthma,Mometasone,Headache
Asthma,Mometasone,Hyperadrenocorticism
Asthma,Mometasone,Hypertrichosis
Asthma,Mometasone,Immune system disorder
Asthma,Mometasone,Impaired healing
Asthma,Mometasone,Infection
Asthma,Mometasone,Influenza
Asthma,Mometasone,Influenza-like symptoms
Asthma,Mometasone,Leukoderma
Asthma,Mometasone,Mediastinal disorder
Asthma,Mometasone,Miliaria
Asthma,Mometasone,Musculoskeletal pain
Asthma,Mometasone,Myalgia
Asthma,Mometasone,Nasal burning
Asthma,Mometasone,Nasal congestion
Asthma,Mometasone,Nasal irritation
Asthma,Mometasone,Nasal septum perforation
Asthma,Mometasone,Nasal ulcer
Asthma,Mometasone,Nasopharyngitis
Asthma,Mometasone,Nausea
Asthma,Mometasone,Oral candidiasis
Asthma,Mometasone,Otitis media
Asthma,Mometasone,Pain
Asthma,Mometasone,Paraesthesia
Asthma,Mometasone,Pharyngitis
Asthma,Mometasone,Pruritus
Asthma,Mometasone,Rash
Asthma,Mometasone,Rhinitis
Asthma,Mometasone,Rhinitis allergic
Asthma,Mometasone,Rosacea
Asthma,Mometasone,Seasonal allergy
Asthma,Mometasone,Secondary adrenocortical insufficiency
Asthma,Mometasone,Secondary infection
Asthma,Mometasone,Sensitisation
Asthma,Mometasone,Sinus congestion
Asthma,Mometasone,Sinus headache
Asthma,Mometasone,Sinusitis
Asthma,Mometasone,Skin atrophy
Asthma,Mometasone,Skin bacterial infection
Asthma,Mometasone,Skin depigmentation
Asthma,Mometasone,Skin striae
Asthma,Mometasone,Stinging
Asthma,Mometasone,Telangiectasia
Asthma,Mometasone,Tingling sensation
Asthma,Mometasone,Trauma
Asthma,Mometasone,Type IV hypersensitivity reaction
Asthma,Mometasone,Ulcer
Asthma,Mometasone,Upper respiratory tract infection
Asthma,Mometasone,Urinary tract infection
Asthma,Mometasone,Viral infection
Asthma,Mometasone,Vomiting
Asthma,Mometasone,Wheezing
Asthma,Ciclesonide,Alanine aminotransferase increased
Asthma,Ciclesonide,Angioedema
Asthma,Ciclesonide,Arthralgia
Asthma,Ciclesonide,Back pain
Asthma,Ciclesonide,Bronchitis
Asthma,Ciclesonide,Bronchospasm
Asthma,Ciclesonide,Bronchospasm paradoxical
Asthma,Ciclesonide,Candida albicans infection
Asthma,Ciclesonide,Candida infection
Asthma,Ciclesonide,Cataract
Asthma,Ciclesonide,Cataract subcapsular
Asthma,Ciclesonide,Chest discomfort
Asthma,Ciclesonide,Chest pain
Asthma,Ciclesonide,Conjunctivitis
Asthma,Ciclesonide,Contusion
Asthma,Ciclesonide,Cough
Asthma,Ciclesonide,Diabetes mellitus
Asthma,Ciclesonide,Dizziness
Asthma,Ciclesonide,Dry mouth
Asthma,Ciclesonide,Dry throat
Asthma,Ciclesonide,Dysgeusia
Asthma,Ciclesonide,Dyspepsia
Asthma,Ciclesonide,Dysphonia
Asthma,Ciclesonide,Dyspnoea
Asthma,Ciclesonide,Ear infection
Asthma,Ciclesonide,Ear pain
Asthma,Ciclesonide,Epistaxis
Asthma,Ciclesonide,Face oedema
Asthma,Ciclesonide,Fatigue
Asthma,Ciclesonide,Fracture
Asthma,Ciclesonide,Gamma-glutamyltransferase increased
Asthma,Ciclesonide,Gastroenteritis
Asthma,Ciclesonide,Gastrointestinal disorder
Asthma,Ciclesonide,Haemorrhage
Asthma,Ciclesonide,Headache
Asthma,Ciclesonide,Hoarseness
Asthma,Ciclesonide,Hyperadrenocorticism
Asthma,Ciclesonide,Hypertension
Asthma,Ciclesonide,Immune system disorder
Asthma,Ciclesonide,Impaired healing
Asthma,Ciclesonide,Infection
Asthma,Ciclesonide,Infestation NOS
Asthma,Ciclesonide,Influenza
Asthma,Ciclesonide,Intraocular pressure increased
Asthma,Ciclesonide,Laboratory test abnormal
Asthma,Ciclesonide,Lip swelling
Asthma,Ciclesonide,Mediastinal disorder
Asthma,Ciclesonide,Muscle strain
Asthma,Ciclesonide,Musculoskeletal chest pain
Asthma,Ciclesonide,Nasal congestion
Asthma,Ciclesonide,Nasal discomfort
Asthma,Ciclesonide,Nasal dryness
Asthma,Ciclesonide,Nasal passage irritation
Asthma,Ciclesonide,Nasal septum disorder
Asthma,Ciclesonide,Nasal septum perforation
Asthma,Ciclesonide,Nasal ulcer
Asthma,Ciclesonide,Nasopharyngitis
Asthma,Ciclesonide,Nausea
Asthma,Ciclesonide,Obstructive airways disorder
Asthma,Ciclesonide,Oral candidiasis
Asthma,Ciclesonide,Oral fungal infection
Asthma,Ciclesonide,Oropharyngeal pain
Asthma,Ciclesonide,Osteopenia
Asthma,Ciclesonide,Osteoporosis
Asthma,Ciclesonide,Pain in extremity
Asthma,Ciclesonide,Palpitations
Asthma,Ciclesonide,Pharyngitis
Asthma,Ciclesonide,Pharyngitis streptococcal
Asthma,Ciclesonide,Pharyngolaryngeal pain
Asthma,Ciclesonide,Pneumonia
Asthma,Ciclesonide,Rash
Asthma,Ciclesonide,Rhinitis
Asthma,Ciclesonide,Rhinitis allergic
Asthma,Ciclesonide,Rhinorrhoea
Asthma,Ciclesonide,Secondary adrenocortical insufficiency
Asthma,Ciclesonide,Sinus headache
Asthma,Ciclesonide,Sinusitis
Asthma,Ciclesonide,Swelling
Asthma,Ciclesonide,Throat irritation
Asthma,Ciclesonide,Tonsillitis
Asthma,Ciclesonide,Type IV hypersensitivity reaction
Asthma,Ciclesonide,Ulcer
Asthma,Ciclesonide,Upper respiratory tract infection
Asthma,Ciclesonide,Urinary tract infection
Asthma,Ciclesonide,Urticaria
Asthma,Ciclesonide,Viral upper respiratory tract infection
Asthma,Ciclesonide,Weight increased
Asthma,Ciclesonide,Wheezing
Asthma,Ciclesonide,White blood cell count increased
Asthma,Salmeterol,Abdominal pain
Asthma,Salmeterol,Acute bronchitis
Asthma,Salmeterol,Anaphylactic shock
Asthma,Salmeterol,Angioedema
Asthma,Salmeterol,Anxiety
Asthma,Salmeterol,Arrhythmia
Asthma,Salmeterol,Arthralgia
Asthma,Salmeterol,Asthma
Asthma,Salmeterol,Atrial fibrillation
Asthma,Salmeterol,Back pain
Asthma,Salmeterol,Body temperature increased
Asthma,Salmeterol,Bone pain
Asthma,Salmeterol,Bronchitis
Asthma,Salmeterol,Bronchospasm
Asthma,Salmeterol,Bronchospasm paradoxical
Asthma,Salmeterol,Candida infection
Asthma,Salmeterol,Cardiac disorder
Asthma,Salmeterol,Chest discomfort
Asthma,Salmeterol,Chest pain
Asthma,Salmeterol,Choking
Asthma,Salmeterol,Cold symptoms
Asthma,Salmeterol,Common cold
Asthma,Salmeterol,Conjunctivitis
Asthma,Salmeterol,Connective tissue disorder
Asthma,Salmeterol,Constipation
Asthma,Salmeterol,Cough
Asthma,Salmeterol,Cramp muscle
